Site.ID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionRelativeFrequency
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,11,11,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,29,29,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,47,47,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,65,65,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,83,83,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,101,101,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,119,119,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,137,137,1626.566723647049,1
CRMS0398,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,155,155,1626.566723647049,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,12,12,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,30,30,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,48,48,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,66,66,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,84,84,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,102,102,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,120,120,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,138,138,2143.3527411791083,1
CRMS0399,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,156,156,2143.3527411791083,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,13,13,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,31,31,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,49,49,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,67,67,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,85,85,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,103,103,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,121,121,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,139,139,3526.240795219184,1
CRMS2825,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,157,157,3526.240795219184,1
CRMS3166,Wetland: Palustrine Emergent Net Growth,Site ID Wetland: Palustrine Emergent,6,6,2795.0715479684077,1
CRMS3166,Wetland: Palustrine Emergent Net Growth,Site ID Wetland: Palustrine Emergent,12,12,2795.0715479684077,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,14,14,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,32,32,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,50,50,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,68,68,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,86,86,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,104,104,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,122,122,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,140,140,2282.6851947753717,1
CRMS3565,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,158,158,2282.6851947753717,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,15,15,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,33,33,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,51,51,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,69,69,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,87,87,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,105,105,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,123,123,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,141,141,3141.889448989554,1
CRMS3617,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,159,159,3141.889448989554,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,16,16,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,34,34,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,52,52,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,70,70,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,88,88,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,106,106,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,124,124,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,142,142,2246.0765297277285,1
CRMS4045,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,160,160,2246.0765297277285,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,17,17,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,35,35,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,53,53,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,71,71,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,89,89,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,107,107,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,125,125,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,143,143,1980.801387369172,1
CRMS4245,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,161,161,1980.801387369172,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,18,18,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,36,36,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,54,54,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,72,72,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,90,90,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,108,108,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,126,126,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,144,144,3880.5179272244586,1
CRMS4455,Wetland: Estuarine Emergent Net Growth,Site ID Wetland: Estuarine Emergent,162,162,3880.5179272244586,1
