Site.ID,Wetland Subclass LUCAS,FoliageStock,RootStock,AGVFStock,BGVFStock,BGSStock,FoliageNPP,RootNPP,BGVFPercentLoss,Burial210Pb TC.g.m.2,MethaneFlux,ExternalVariableValue,TotalLatTrans_Amount,externalVariableLat,externalVariableLatSite,TotalNPP_Amount,SedimentTransport_Amount,FoliageGrowth_PropTotalNPP,RootGrowth_PropTotalNPP,FoliageMaxStock,FoliageMortality_PropMaxStock,FoliageMortality_Amount,RootMaxStock,RootMortality_PropMaxStock,RootMortality_Amount,AGVFMaxStock,AGVFOut_PropMaxStock,AGVFOut_Amount,AGVFStabilization_Amount,AGVFStabilization_PropOut,AGVFStabilization_PropMaxStock,BGVFMaxStock,BGVFOut_PropMaxStock,BGVFOut_Amount,BGVFStabilization_PropOut,BGVFStabilization_Amount,BGVFStabilization_PropMaxStock,BGSDeposition,BGSIn_Amount,BGSMaxStock,BGSOut_PropMaxStock,BGSOut_Amount,TotalOut_Amount,AGVFOut_PropOut,BGVFOut_PropOut,BGSOut_PropOut,TotalMaxStock,AGVFMaxStock_PropMaxStock,BGVFMaxStock_PropMaxStock,BGSMaxStock_PropMaxStock,BGSStabilization_PropOut,BGSStabilization_Amount,BGSStabilization_PropMaxStock,TotalStabilization_Amount,AGVFEmissionLatTrans_Amount,BGVFEmissionLatTrans_Amount,BGSEmissionLatTrans_Amount,TotalEmissionLatTrans_Amount,TotalLatTrans_PropEmissionLatTrans,AGVFLatTrans_Amount,BGVFLatTrans_Amount,BGSLatTrans_Amount,AGVFLatTrans_PropMaxStock,BGVFLatTrans_PropMaxStock,BGSLatTrans_PropMaxStock,AGVFLatTrans_PropOut,BGVFLatTrans_PropOut,BGSLatTrans_PropOut,AGVFEmission_Amount,BGVFEmission_Amount,BGSEmission_Amount,AGVFEmissionCH4_Amount,BGVFEmissionCH4_Amount,BGSEmissionCH4_Amount,AGVFEmissionCO2_Amount,BGVFEmissionCO2_Amount,BGSEmissionCO2_Amount,AGVFEmissionCH4_PropMaxStock,BGVFEmissionCH4_PropMaxStock,BGSEmissionCH4_PropMaxStock,AGVFEmissionCO2_PropMaxStock,BGVFEmissionCO2_PropMaxStock,BGSEmissionCO2_PropMaxStock,AGVFEmission_PropMaxStock,BGVFEmission_PropMaxStock,BGSEmission_PropMaxStock,AGVFEmission_PropOut,BGVFEmission_PropOut,BGSEmission_PropOut,outAGVFCheck,outBGVFCheck,outBGSCheck,massBalanceCheck,checkAGVFratio,checkBGVFratio,checkBGSratio,checkpropAGVF
CRMS0175,Wetland: Estuarine Emergent,19.5014,225.5661,99.6337,1284.6989,37892.0709,156.0924,1380.3128,0.3593,134.3121,14.49,1,414,1,128,1536.4052,0,0.1016,0.8984,175.5938,0.8889,156.0924,1605.8789,0.8595,1380.3128,255.7261,0.6104,156.0924,0,0,0,2665.0117,0.5179,1380.3128,0.6407,884.3705,0.3318,0,884.3705,38776.4414,0.0228,884.3705,2420.7758,0.0645,0.5702,0.3653,41697.1792,0.0061,0.0639,0.93,0.1519,134.3121,0.0035,1018.6826,156.0924,495.9423,750.0584,1402.0932,0.2953,46.0899,146.4383,221.4719,0.1802,0.0549,0.0057,0.2953,0.1061,0.2504,110.0026,349.504,528.5866,1.6131,5.1253,7.7515,108.3894,344.3787,520.835,0.0063,0.0019,2e-4,0.4238,0.1292,0.0134,0.4302,0.1311,0.0136,0.7047,0.2532,0.5977,1,1,1,0,2.3867,2.3867,2.3867,0
CRMS0175,Wetland: Estuarine Emergent,19.5014,225.5661,99.6337,1284.6989,37892.0709,156.0924,1380.3128,0.3593,134.3121,14.49,1,456,3,146,1536.4052,0,0.1016,0.8984,175.5938,0.8889,156.0924,1605.8789,0.8595,1380.3128,255.7261,0.6104,156.0924,0,0,0,2665.0117,0.5179,1380.3128,0.6407,884.3705,0.3318,0,884.3705,38776.4414,0.0228,884.3705,2420.7758,0.0645,0.5702,0.3653,41697.1792,0.0061,0.0639,0.93,0.1519,134.3121,0.0035,1018.6826,156.0924,495.9423,750.0584,1402.0932,0.3252,50.7656,161.2943,243.94,0.1985,0.0605,0.0063,0.3252,0.1169,0.2758,105.3268,334.648,506.1184,1.6131,5.1253,7.7515,103.7137,329.5226,498.3669,0.0063,0.0019,2e-4,0.4056,0.1236,0.0129,0.4119,0.1256,0.0131,0.6748,0.2424,0.5723,1,1,1,0,2.0748,2.0748,2.0748,0
CRMS0211,Wetland: Palustrine Emergent,32.2195,505.1845,265.1979,1286.3314,49762.3521,401.8266,2228.0608,0.4261,198.4919,14.49,1,-22.7,1,1,2629.8874,0,0.1528,0.8472,434.0461,0.9258,401.8266,2733.2453,0.8152,2228.0608,667.0245,0.6024,401.8266,0,0,0,3514.3922,0.634,2228.0608,0.5739,1278.7702,0.3639,0,1278.7702,51041.1223,0.0251,1278.7702,3908.6576,0.1028,0.57,0.3272,55222.539,0.0121,0.0636,0.9243,0.1552,198.4919,0.0039,1477.2621,401.8266,949.2906,1080.2783,2431.3955,-0.0093,-3.7515,-8.8628,-10.0857,-0.0056,-0.0025,-2e-4,-0.0093,-0.004,-0.0079,405.5781,958.1534,1090.364,2.3947,5.6573,6.438,403.1834,952.496,1083.9261,0.0036,0.0016,1e-4,0.6045,0.271,0.0212,0.608,0.2726,0.0214,1.0093,0.43,0.8527,1,1,1,0,-108.1099,-108.1099,-108.1099,0
CRMS0211,Wetland: Palustrine Emergent,32.2195,505.1845,265.1979,1286.3314,49762.3521,401.8266,2228.0608,0.4261,198.4919,14.49,1,73,3,7,2629.8874,0,0.1528,0.8472,434.0461,0.9258,401.8266,2733.2453,0.8152,2228.0608,667.0245,0.6024,401.8266,0,0,0,3514.3922,0.634,2228.0608,0.5739,1278.7702,0.3639,0,1278.7702,51041.1223,0.0251,1278.7702,3908.6576,0.1028,0.57,0.3272,55222.539,0.0121,0.0636,0.9243,0.1552,198.4919,0.0039,1477.2621,401.8266,949.2906,1080.2783,2431.3955,0.03,12.0644,28.5014,32.4342,0.0181,0.0081,6e-4,0.03,0.0128,0.0254,389.7621,920.7892,1047.8441,2.3947,5.6573,6.438,387.3674,915.1318,1041.4062,0.0036,0.0016,1e-4,0.5807,0.2604,0.0204,0.5843,0.262,0.0205,0.97,0.4133,0.8194,1,1,1,0,32.3068,32.3068,32.3068,0
CRMS0211,Wetland: Palustrine Emergent,32.2195,505.1845,265.1979,1286.3314,49762.3521,401.8266,2228.0608,0.4261,198.4919,14.49,1,197,2,13,2629.8874,0,0.1528,0.8472,434.0461,0.9258,401.8266,2733.2453,0.8152,2228.0608,667.0245,0.6024,401.8266,0,0,0,3514.3922,0.634,2228.0608,0.5739,1278.7702,0.3639,0,1278.7702,51041.1223,0.0251,1278.7702,3908.6576,0.1028,0.57,0.3272,55222.539,0.0121,0.0636,0.9243,0.1552,198.4919,0.0039,1477.2621,401.8266,949.2906,1080.2783,2431.3955,0.081,32.5574,76.9148,87.5279,0.0488,0.0219,0.0017,0.081,0.0345,0.0684,369.2692,872.3758,992.7505,2.3947,5.6573,6.438,366.8745,866.7185,986.3125,0.0036,0.0016,1e-4,0.55,0.2466,0.0193,0.5536,0.2482,0.0195,0.919,0.3915,0.7763,1,1,1,0,11.3421,11.3421,11.3421,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,10,7,3,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.0034,2.2817,3.084,4.6344,0.0023,7e-4,1e-4,0.0034,0.0013,0.003,660.2544,892.4248,1341.0764,3.3061,4.4687,6.7152,656.9483,887.9561,1334.3611,0.0033,0.001,1e-4,0.6624,0.2037,0.0281,0.6657,0.2047,0.0282,0.9966,0.3656,0.8679,1,1,1,0,289.3756,289.3756,289.3756,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,105,9,21,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.0362,23.9574,32.3817,48.661,0.0242,0.0074,0.001,0.0362,0.0133,0.0315,638.5787,863.1271,1297.0497,3.3061,4.4687,6.7152,635.2726,858.6584,1290.3345,0.0033,0.001,1e-4,0.6405,0.197,0.0272,0.6438,0.198,0.0273,0.9638,0.3536,0.8394,1,1,1,0,26.6548,26.6548,26.6548,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,123,6,39,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.0424,28.0643,37.9328,57.0029,0.0283,0.0087,0.0012,0.0424,0.0155,0.0369,634.4718,857.5759,1288.7079,3.3061,4.4687,6.7152,631.1656,853.1073,1281.9926,0.0033,0.001,1e-4,0.6364,0.1957,0.027,0.6397,0.1967,0.0271,0.9576,0.3514,0.834,1,1,1,0,22.6078,22.6078,22.6078,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,156,4,57,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.0537,35.5938,48.1099,72.2963,0.0359,0.011,0.0015,0.0537,0.0197,0.0468,626.9423,847.3988,1273.4144,3.3061,4.4687,6.7152,623.6362,842.9302,1266.6992,0.0033,0.001,1e-4,0.6288,0.1934,0.0267,0.6321,0.1944,0.0268,0.9463,0.3472,0.8241,1,1,1,0,17.6138,17.6138,17.6138,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,175,2,75,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.0603,39.9289,53.9694,81.1017,0.0403,0.0124,0.0017,0.0603,0.0221,0.0525,622.6072,841.5393,1264.6091,3.3061,4.4687,6.7152,619.3011,837.0706,1257.8939,0.0033,0.001,1e-4,0.6244,0.192,0.0265,0.6277,0.1931,0.0266,0.9397,0.3448,0.8184,1,1,1,0,15.5929,15.5929,15.5929,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,201,8,93,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.0692,45.8612,61.9877,93.151,0.0462,0.0142,0.002,0.0692,0.0254,0.0603,616.6749,833.521,1252.5597,3.3061,4.4687,6.7152,613.3688,829.0523,1245.8445,0.0033,0.001,1e-4,0.6184,0.1902,0.0262,0.6217,0.1912,0.0264,0.9308,0.3415,0.8106,1,1,1,0,13.4465,13.4465,13.4465,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,320,5,111,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.1102,73.0129,98.687,148.3002,0.0736,0.0226,0.0031,0.1102,0.0404,0.096,589.5232,796.8218,1197.4106,3.3061,4.4687,6.7152,586.2171,792.3531,1190.6953,0.0033,0.001,1e-4,0.591,0.1818,0.0251,0.5944,0.1828,0.0252,0.8898,0.3265,0.7749,1,1,1,0,8.0742,8.0742,8.0742,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,414,1,129,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.1426,94.4604,127.6762,191.8633,0.0952,0.0293,0.004,0.1426,0.0523,0.1242,568.0757,767.8325,1153.8474,3.3061,4.4687,6.7152,564.7696,763.3638,1147.1322,0.0033,0.001,1e-4,0.5694,0.1751,0.0242,0.5727,0.1762,0.0243,0.8574,0.3146,0.7467,1,1,1,0,6.0139,6.0139,6.0139,0
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,14.49,2,456,3,147,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0,0,0,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1545.1891,47496.0092,0.0325,1545.1891,4648.423,0.1425,0.5251,0.3324,52846.6882,0.0188,0.0825,0.8988,0.1291,199.4783,0.0042,1744.6674,662.5361,895.5087,1345.7107,2903.7556,0.157,104.0433,140.6289,211.3277,0.1049,0.0323,0.0044,0.157,0.0576,0.1368,558.4927,754.8798,1134.383,3.3061,4.4687,6.7152,555.1866,750.4112,1127.6678,0.0033,0.001,1e-4,0.5598,0.1722,0.0237,0.5631,0.1732,0.0239,0.843,0.3093,0.7341,1,1,1,0,5.3679,5.3679,5.3679,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,10,7,4,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.0044,1.9343,4.1751,3.8906,0.003,0.0011,1e-4,0.0044,0.002,0.0034,439.3166,948.2594,883.6334,2.8028,6.0498,5.6375,436.5138,942.2096,877.9959,0.0044,0.0016,1e-4,0.6869,0.2434,0.0138,0.6913,0.2449,0.0139,0.9956,0.4546,0.7797,1,1,1,0,227.1209,227.1209,227.1209,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,105,9,22,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.046,20.31,43.8389,40.8511,0.032,0.0113,6e-4,0.046,0.021,0.036,420.9409,908.5956,846.6728,2.8028,6.0498,5.6375,418.1381,902.5459,841.0354,0.0044,0.0016,1e-4,0.658,0.2331,0.0132,0.6624,0.2347,0.0133,0.954,0.4356,0.7471,1,1,1,0,20.7258,20.7258,20.7258,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,123,6,40,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.053900000000000003,23.7917,51.3541,47.8542,0.0374,0.0133,8e-4,0.053900000000000003,0.0246,0.0422,417.4592,901.0804,839.6698,2.8028,6.0498,5.6375,414.6564,895.0306,834.0323,0.0044,0.0016,1e-4,0.6525,0.2312,0.0131,0.6569,0.2327,0.0132,0.9461,0.432,0.7409,1,1,1,0,17.5464,17.5464,17.5464,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,156,4,58,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.0684,30.1748,65.132,60.6931,0.0475,0.0168,0.001,0.0684,0.0312,0.0536,411.0761,887.3025,826.8308,2.8028,6.0498,5.6375,408.2733,881.2527,821.1934,0.0044,0.0016,1e-4,0.6425,0.2276,0.0129,0.6469,0.2292,0.013,0.9316,0.4254,0.7296,1,1,1,0,13.6231,13.6231,13.6231,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,175,2,76,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.0767,33.85,73.0648,68.0852,0.0533,0.0189,0.0011,0.0767,0.035,0.0601,407.4009,879.3697,819.4387,2.8028,6.0498,5.6375,404.5981,873.3199,813.8013,0.0044,0.0016,1e-4,0.6367,0.2256,0.0128,0.6411,0.2271,0.0129,0.9233,0.4216,0.7231,1,1,1,0,12.0355,12.0355,12.0355,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,201,8,94,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.0881,38.8791,83.9201,78.2008,0.0612,0.0217,0.0012,0.0881,0.0402,0.069,402.3718,868.5144,809.3232,2.8028,6.0498,5.6375,399.569,862.4646,803.6857,0.0044,0.0016,1e-4,0.6288,0.2228,0.0126,0.6332,0.2243,0.0127,0.9119,0.4164,0.7141,1,1,1,0,10.3493,10.3493,10.3493,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,320,5,112,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.1403,61.8971,133.6041,124.4987,0.0974,0.0345,0.002,0.1403,0.0641,0.1099,379.3538,818.8303,763.0252,2.8028,6.0498,5.6375,376.551,812.7806,757.3878,0.0044,0.0016,1e-4,0.5926,0.2099,0.0119,0.597,0.2115,0.012,0.8597,0.3926,0.6733,1,1,1,0,6.1288,6.1288,6.1288,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,414,1,130,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.1815,80.0794,172.8504,161.0702,0.126,0.0446,0.0025,0.1815,0.0829,0.1421,361.1715,779.5841,726.4537,2.8028,6.0498,5.6375,358.3687,773.5344,720.8163,0.0044,0.0016,1e-4,0.5639,0.1998,0.0113,0.5684,0.2014,0.0114,0.8185,0.3738,0.641,1,1,1,0,4.5102,4.5102,4.5102,0
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.49,14,456,3,148,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0,0,0,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1133.287,63763.3465,0.0178,1133.287,3660.2593,0.1206,0.5698,0.3096,68270.4145,0.0093,0.0567,0.934,0.2169,245.763,0.0039,1379.05,441.2509,952.4345,887.524,2281.2094,0.1999,88.2034,190.3859,177.4107,0.1388,0.0492,0.0028,0.1999,0.0913,0.1565,353.0475,762.0486,710.1133,2.8028,6.0498,5.6375,350.2447,755.9988,704.4758,0.0044,0.0016,1e-4,0.5512,0.1953,0.011,0.5556,0.1968,0.0111,0.8001,0.3654,0.6266,1,1,1,0,4.0027,4.0027,4.0027,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,10,7,5,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.0044,1.9413,2.4494,5.6093,0.0028,7e-4,2e-4,0.0044,0.0013,0.0041,434.5196,548.2465,1255.536,2.8129,3.5492,8.1279,431.7066,544.6973,1247.4081,0.0041,0.001,2e-4,0.6256,0.1571,0.0342,0.6296,0.1581,0.0344,0.9956,0.2834,0.9071,1,1,1,-0,223.8302,223.8302,223.8302,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,105,9,23,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.0467,20.3836,25.7185,58.8979,0.0295,0.0074,0.0016,0.0467,0.0133,0.0426,416.0773,524.9773,1202.2475,2.8129,3.5492,8.1279,413.2644,521.4282,1194.1195,0.0041,0.001,2e-4,0.5988,0.1504,0.0327,0.6029,0.1514,0.033,0.9533,0.2713,0.8686,1,1,1,-0,20.4124,20.4124,20.4124,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,123,6,41,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.0547,23.8779,30.1274,68.9947,0.0346,0.0087,0.0019,0.0547,0.0156,0.0498,412.583,520.5684,1192.1507,2.8129,3.5492,8.1279,409.77,517.0193,1184.0228,0.0041,0.001,2e-4,0.5938,0.1491,0.0325,0.5978,0.1501,0.0327,0.9453,0.269,0.8613,1,1,1,-0,17.2789,17.2789,17.2789,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,156,4,59,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.0694,30.2841,38.2104,87.5054,0.0439,0.011,0.0024,0.0694,0.0197,0.0632,406.1767,512.4855,1173.6399,2.8129,3.5492,8.1279,403.3638,508.9363,1165.512,0.0041,0.001,2e-4,0.5845,0.1468,0.032,0.5886,0.1478,0.0322,0.9306,0.2649,0.8479,1,1,1,-0,13.4122,13.4122,13.4122,0
